個人
"仕訳日記帳"
00000125,"マジック                          "
"自27年 1月 1日","至27年12月31日","月分",
"日付","決修","伝票番号","部門コード","借方コード","借方名称","借方枝番","借方枝番摘要","貸方コード","貸方名称","貸方枝番","貸方枝番摘要","金額","摘要","税区分","対価","仕入区分","売上業種区分","消費税科目","売仕区分","ダミー3"
H27.1.31,0,,"",720,"雑　　　　　給",111,"鈴木未央",999,"諸　　　　　口",,,61650,"１月分鈴木未央",4,,,,借,仕,
H27.2.28,0,,"",720,"雑　　　　　給",111,"鈴木未央",999,"諸　　　　　口",,,57150,"２月分鈴木未央",4,,,,借,仕,
H27.1.31,0,,"",721,"旅　費　交通費",,,999,"諸　　　　　口",,,1700,"１月分鈴木未央・通勤費",11,,,,借,仕,
H27.2.28,0,,"",721,"旅　費　交通費",,,999,"諸　　　　　口",,,1530,"２月分鈴木未央・通勤費",11,,,,借,仕,
H27.1.31,0,,"",999,"諸　　　　　口",,,101,"現　　　　　金",,,63350,"１月分鈴木未央",,,,,,,
H27.2.28,0,,"",999,"諸　　　　　口",,,101,"現　　　　　金",,,58680,"２月分鈴木未央",,,,,,,
H27.1.31,0,,"",720,"雑　　　　　給",108,"利根川清子",999,"諸　　　　　口",,,14400,"１月分利根川清子",4,,,,借,仕,
H27.2.28,0,,"",720,"雑　　　　　給",108,"利根川清子",999,"諸　　　　　口",,,4800,"２月分利根川清子",4,,,,借,仕,
H27.1.31,0,,"",999,"諸　　　　　口",,,316,"預　　り　　金",1,"・給与源泉所得税",441,"１月分利根川清子・給与源泉所得税",,,,,,,
H27.2.28,0,,"",999,"諸　　　　　口",,,316,"預　　り　　金",1,"・給与源泉所得税",147,"２月分利根川清子・給与源泉所得税",,,,,,,
H27.1.31,0,,"",721,"旅　費　交通費",,,999,"諸　　　　　口",,,3000,"１月分利根川清子・通勤費",11,,,,借,仕,
H27.2.28,0,,"",721,"旅　費　交通費",,,999,"諸　　　　　口",,,1000,"２月分利根川清子・通勤費",11,,,,借,仕,
H27.1.31,0,,"",999,"諸　　　　　口",,,101,"現　　　　　金",,,16959,"１月分利根川清子",,,,,,,
H27.2.28,0,,"",999,"諸　　　　　口",,,101,"現　　　　　金",,,5653,"２月分利根川清子",,,,,,,
H27.1.31,0,,"",196,"店　主　勘　定",,,101,"現　　　　　金",,,238920,"原　悦子",,,,,,,
H27.2.28,0,,"",196,"店　主　勘　定",,,101,"現　　　　　金",,,167575,"原　悦子",,,,,,,
H27.1.31,0,,"",999,"諸　　　　　口",,,511,"売　　上　　高",1,"　店加工売上",574943,"１月分リフォームＳ㈱　店加工売上",11,,,,貸,売,
H27.1.31,0,,"",999,"諸　　　　　口",,,511,"売　　上　　高",2,"　オーダー売上",41200,"１月分リフォームＳ㈱　オーダー売上",11,,,,貸,売,
H27.1.31,0,,"",999,"諸　　　　　口",,,511,"売　　上　　高",9,"　付属品売上",18671,"１月分リフォームＳ㈱　付属品売上",11,,,,貸,売,
H27.1.31,0,,"",999,"諸　　　　　口",,,511,"売　　上　　高",13,"　店売商品加工売上",316762,"１月分リフォームＳ㈱　店売商品加工売上",11,,,,貸,売,
H27.1.31,0,,"",532,"外　　注　　費",1,"　店加工売上",999,"諸　　　　　口",,,235723,"１月分リフォームＳ㈱　店加工売上",11,,,,借,仕,
H27.1.31,0,,"",532,"外　　注　　費",2,"　オーダー売上",999,"諸　　　　　口",,,10299,"１月分リフォームＳ㈱　オーダー売上",11,,,,借,仕,
H27.1.31,0,,"",532,"外　　注　　費",9,"　付属品売上",999,"諸　　　　　口",,,3734,"１月分リフォームＳ㈱　付属品売上",11,,,,借,仕,
H27.1.31,0,,"",532,"外　　注　　費",13,"　店売商品加工売上",999,"諸　　　　　口",,,79189,"１月分リフォームＳ㈱　店売商品加工売上売上",11,,,,借,仕,
H27.1.31,0,,"",732,"保　　険　　料",,,999,"諸　　　　　口",,,1270,"１月分リフォームＳ㈱　共済保険料",2,,,,借,仕,
H27.1.31,0,,"",732,"保　　険　　料",,,999,"諸　　　　　口",,,1500,"１月分リフォームＳ㈱　損害保険料",2,,,,借,仕,
H27.1.31,0,,"",727,"販　売　促進費",,,999,"諸　　　　　口",,,12960,"１月分リフォームＳ㈱　定額負担金",11,,,,借,仕,
H27.1.31,0,,"",724,"水　道　光熱費",1,"事業用：",999,"諸　　　　　口",,,12960,"事業用：１月分リフォームＳ㈱　店電気代",11,,,,借,仕,
H27.1.31,0,,"",831,"賃　　借　　料",1,"事業用：",999,"諸　　　　　口",,,7020,"事業用：１月分リフォームＳ㈱　店舗レジ使用料",11,,,,借,仕,
H27.1.31,0,,"",723,"通　　信　　費",1,"事業用：",999,"諸　　　　　口",,,3401,"事業用：１月分リフォームＳ㈱　店電話代",11,,,,借,仕,
H27.1.31,0,,"",999,"諸　　　　　口",,,511,"売　　上　　高",998,"その他本部負担金",234,"１月分住商オットー１０％割引本部負担金",11,,,,貸,売,
H27.1.31,0,,"",999,"諸　　　　　口",,,511,"売　　上　　高",998,"その他本部負担金",657,"１月分ＱＶＣ・ＨＰクーポン",11,,,,貸,売,
H27.1.31,0,,"",999,"諸　　　　　口",,,511,"売　　上　　高",998,"その他本部負担金",380,"１月分１０ＷＥＥＫＳ１０％割引本部負担金",11,,,,貸,売,
H27.1.31,0,,"",166,"売　　掛　　金",,,999,"諸　　　　　口",,,584791,"１月分リフォームＳ㈱",,,,,,,
H27.2.28,0,,"",999,"諸　　　　　口",,,511,"売　　上　　高",1,"　店加工売上",443815,"２月分リフォームＳ㈱　店加工売上",11,,,,貸,売,
H27.2.28,0,,"",999,"諸　　　　　口",,,511,"売　　上　　高",2,"　オーダー売上",24624,"２月分リフォームＳ㈱　オーダー売上",11,,,,貸,売,
H27.2.28,0,,"",999,"諸　　　　　口",,,511,"売　　上　　高",7,"　服飾（店手配）売上",34776,"２月分リフォームＳ㈱　服飾（店手配）売上",11,,,,貸,売,
H27.2.28,0,,"",999,"諸　　　　　口",,,511,"売　　上　　高",9,"　付属品売上",12069,"２月分リフォームＳ㈱　付属品売上",11,,,,貸,売,
H27.2.28,0,,"",999,"諸　　　　　口",,,511,"売　　上　　高",13,"　店売商品加工売上",287927,"２月分リフォームＳ㈱　店売商品加工売上",11,,,,貸,売,
H27.2.28,0,,"",532,"外　　注　　費",1,"　店加工売上",999,"諸　　　　　口",,,181963,"２月分リフォームＳ㈱　店加工売上",11,,,,借,仕,
H27.2.28,0,,"",532,"外　　注　　費",2,"　オーダー売上",999,"諸　　　　　口",,,6156,"２月分リフォームＳ㈱　オーダー売上",11,,,,借,仕,
H27.2.28,0,,"",532,"外　　注　　費",7,"　服飾（店手配）売上",999,"諸　　　　　口",,,6955,"２月分リフォームＳ㈱　服飾（店手配）売上",11,,,,借,仕,
H27.2.28,0,,"",532,"外　　注　　費",9,"　付属品売上",999,"諸　　　　　口",,,2413,"２月分リフォームＳ㈱　付属品売上",11,,,,借,仕,
H27.2.28,0,,"",532,"外　　注　　費",13,"　店売商品加工売上",999,"諸　　　　　口",,,71982,"２月分リフォームＳ㈱　店売商品加工売上",11,,,,借,仕,
H27.2.28,0,,"",732,"保　　険　　料",,,999,"諸　　　　　口",,,1270,"２月分リフォームＳ㈱　共済保険料",2,,,,借,仕,
H27.2.28,0,,"",732,"保　　険　　料",,,999,"諸　　　　　口",,,1500,"２月分リフォームＳ㈱　損害保険料",2,,,,借,仕,
H27.2.28,0,,"",727,"販　売　促進費",,,999,"諸　　　　　口",,,12960,"２月分リフォームＳ㈱　定額負担金",11,,,,借,仕,
H27.2.28,0,,"",999,"諸　　　　　口",,,813,"雑　　収　　入",,,1000,"２月分リフォームＳ㈱　レジ現金過不足分",4,,,,貸,売,
H27.2.28,0,,"",722,"消　耗　品　費",,,999,"諸　　　　　口",,,5130,"２月分リフォームＳ㈱　加工承伝票代",11,,,,借,仕,
H27.2.28,0,,"",722,"消　耗　品　費",,,999,"諸　　　　　口",,,6556,"２月分リフォームＳ㈱　糸代",11,,,,借,仕,
H27.2.28,0,,"",724,"水　道　光熱費",1,"事業用：",999,"諸　　　　　口",,,13413,"事業用：２月分リフォームＳ㈱　店電気代",11,,,,借,仕,
H27.2.28,0,,"",831,"賃　　借　　料",1,"事業用：",999,"諸　　　　　口",,,7020,"事業用：２月分リフォームＳ㈱　店舗レジ使用料",11,,,,借,仕,
H27.2.28,0,,"",723,"通　　信　　費",1,"事業用：",999,"諸　　　　　口",,,4444,"事業用：２月分リフォームＳ㈱　店電話代",11,,,,借,仕,
H27.2.28,0,,"",166,"売　　掛　　金",,,999,"諸　　　　　口",,,482449,"２月分リフォームＳ㈱",,,,,,,
H27.2.28,0,,"",733,"支　払　手数料",,,314,"未　　払　　金",99,"他：",21600,"２月分さくら中央税理士法人",11,,,,借,仕,
H27.3.1,0,,"",716,"福　利　厚生費",1,"事業用：",101,"現　　　　　金",,,1728,"事業用：㈱髙島屋　従業員残業食事代",11,,,,借,仕,
H27.3.1,0,,"",716,"福　利　厚生費",1,"事業用：",101,"現　　　　　金",,,324,"事業用：㈱髙島屋　従業員おやつ代",11,,,,借,仕,
H27.3.1,0,,"",716,"福　利　厚生費",1,"事業用：",101,"現　　　　　金",,,405,"事業用：イオン東神奈川店　従業員おやつ代",11,,,,借,仕,
H27.3.2,0,,"",721,"旅　費　交通費",,,101,"現　　　　　金",,,730,"石川タクシー　タクシー代",11,,,,借,仕,
H27.3.2,0,,"",716,"福　利　厚生費",1,"事業用：",101,"現　　　　　金",,,1080,"事業用：㈱髙島屋　従業員おやつ代",11,,,,借,仕,
H27.3.2,0,,"",716,"福　利　厚生費",1,"事業用：",101,"現　　　　　金",,,170,"事業用：㈱髙島屋　従業員おやつ代",11,,,,借,仕,
H27.3.2,0,,"",726,"接　待　交際費",,,101,"現　　　　　金",,,1296,"㈱髙島屋　得意先贈答品",11,,,,借,仕,
H27.3.2,0,,"",716,"福　利　厚生費",1,"事業用：",101,"現　　　　　金",,,1144,"事業用：ＳＴＡＲＢＵＣＫＳ　従業員お茶代",11,,,,借,仕,
H27.3.2,0,,"",716,"福　利　厚生費",1,"事業用：",101,"現　　　　　金",,,302,"事業用：ＳＴＡＲＢＵＣＫＳ　従業員お茶代",11,,,,借,仕,
H27.3.3,0,,"",722,"消　耗　品　費",,,101,"現　　　　　金",,,216,"トップ　紙コップ代",11,,,,借,仕,
H27.3.3,0,,"",196,"店　主　勘　定",,,101,"現　　　　　金",,,600,"平成２６年分　原昭夫　所得税・復興所得税納付",,,,,,,
H27.3.3,0,,"",716,"福　利　厚生費",1,"事業用：",101,"現　　　　　金",,,6500,"事業用：せんのき　従業員残業食事代",11,,,,借,仕,
H27.3.3,0,,"",721,"旅　費　交通費",,,101,"現　　　　　金",,,510,"ＪＲ東日本　自由席特急券",11,,,,借,仕,
H27.3.4,0,,"",716,"福　利　厚生費",1,"事業用：",101,"現　　　　　金",,,100,"事業用：イオン東神奈川店　従業員飲物代",11,,,,借,仕,
H27.3.4,0,,"",716,"福　利　厚生費",1,"事業用：",101,"現　　　　　金",,,345,"事業用：イオン東神奈川店　従業員おやつ代",11,,,,借,仕,
H27.3.4,0,,"",716,"福　利　厚生費",1,"事業用：",101,"現　　　　　金",,,3240,"事業用：㈱髙島屋　従業員残業食事代",11,,,,借,仕,
H27.3.4,0,,"",716,"福　利　厚生費",1,"事業用：",101,"現　　　　　金",,,518,"事業用：サンマルクカフェ　従業員飲物代",11,,,,借,仕,
H27.3.4,0,,"",726,"接　待　交際費",,,101,"現　　　　　金",,,2050,"てんや　接待食事代",11,,,,借,仕,
H27.3.6,0,,"",716,"福　利　厚生費",1,"事業用：",101,"現　　　　　金",,,6480,"事業用：カゴメ健康直送便　従業員飲物代",11,,,,借,仕,
H27.3.6,0,,"",716,"福　利　厚生費",2,"共　通：",101,"現　　　　　金",,,390,"共　通：ドトールコーヒー　従業員早朝出勤食事代",11,,,,借,仕,
H27.3.6,0,,"",716,"福　利　厚生費",1,"事業用：",101,"現　　　　　金",,,101,"事業用：イオン東神奈川店　従業員おやつ代",11,,,,借,仕,
H27.3.9,0,,"",613,"材　料　仕入高",,,101,"現　　　　　金",,,12120,"西小野和美　洋服修理代",11,,,,借,仕,
H27.3.9,0,,"",716,"福　利　厚生費",2,"共　通：",101,"現　　　　　金",,,540,"共　通：神戸屋　従業員早朝出勤食事代",11,,,,借,仕,
H27.3.9,0,,"",613,"材　料　仕入高",,,101,"現　　　　　金",,,1260,"イオン東神奈川店　手芸用品",11,,,,借,仕,
H27.3.9,0,,"",716,"福　利　厚生費",1,"事業用：",101,"現　　　　　金",,,648,"事業用：㈱髙島屋　従業員飲物代",11,,,,借,仕,
H27.3.9,0,,"",716,"福　利　厚生費",1,"事業用：",101,"現　　　　　金",,,5607,"事業用：㈱髙島屋　従業員残業食事代",11,,,,借,仕,
H27.3.13,0,,"",716,"福　利　厚生費",2,"共　通：",101,"現　　　　　金",,,322,"共　通：ガスト　従業員早朝出勤食事代",11,,,,借,仕,
H27.3.14,0,,"",716,"福　利　厚生費",1,"事業用：",101,"現　　　　　金",,,270,"事業用：ドトールコーヒー　従業員飲物代",11,,,,借,仕,
H27.3.16,0,,"",716,"福　利　厚生費",1,"事業用：",101,"現　　　　　金",,,513,"事業用：イオン東神奈川店　従業員おやつ代",11,,,,借,仕,
H27.3.16,0,,"",718,"運　　　　　賃",,,101,"現　　　　　金",,,1690,"野辺地〒　商品送付代",11,,,,借,仕,
H27.3.17,0,,"",613,"材　料　仕入高",,,101,"現　　　　　金",,,245,"イオン東神奈川店　ファスナー仕入",11,,,,借,仕,
H27.3.17,0,,"",613,"材　料　仕入高",,,101,"現　　　　　金",,,4500,"西小野和美　洋服修理代",11,,,,借,仕,
H27.3.18,0,,"",716,"福　利　厚生費",2,"共　通：",101,"現　　　　　金",,,520,"共　通：ほんのり屋　従業員早朝出勤食事代",11,,,,借,仕,
H27.3.19,0,,"",829,"車　　両　　費",,,101,"現　　　　　金",,,3694,"セルフ反町ＳＳ　ガソリン代",11,,,,借,仕,
H27.3.1,0,,"",729,"地　代　家　賃",3,"駐車場：大久保駐車場",314,"未　　払　　金",7,"駐車場：大久保駐車場",25000,"３月分駐車場：大久保駐車場",11,,,,借,仕,
H27.3.19,0,,"",314,"未　　払　　金",7,"駐車場：大久保駐車場",101,"現　　　　　金",,,25000,"３月分駐車場：大久保駐車場",,,,,,,
H27.3.19,0,,"",613,"材　料　仕入高",,,101,"現　　　　　金",,,4320,"㈱髙島屋　修理加工代",11,,,,借,仕,
H27.3.19,0,,"",613,"材　料　仕入高",,,101,"現　　　　　金",,,1140,"イオン東神奈川店　ファスナー仕入",11,,,,借,仕,
H27.3.1,0,,"",729,"地　代　家　賃",2,"駐車場：宮田千鶴子",314,"未　　払　　金",6,"駐車場：宮田千鶴子",16000,"３月分駐車場：宮田千鶴子",11,,,,借,仕,
H27.3.20,0,,"",314,"未　　払　　金",6,"駐車場：宮田千鶴子",101,"現　　　　　金",,,16000,"３月分駐車場：宮田千鶴子",,,,,,,
H27.3.20,0,,"",718,"運　　　　　賃",,,101,"現　　　　　金",,,4049,"ヤマト運輸㈱　商品送付代",11,,,,借,仕,
H27.3.20,0,,"",726,"接　待　交際費",,,101,"現　　　　　金",,,1600,"てんや　接待食事代",11,,,,借,仕,
H27.3.20,0,,"",716,"福　利　厚生費",2,"共　通：",101,"現　　　　　金",,,440,"共　通：ドトールコーヒー　従業員早朝出勤食事代",11,,,,借,仕,
H27.3.20,0,,"",716,"福　利　厚生費",1,"事業用：",101,"現　　　　　金",,,518,"事業用：サンマルクカフェ　従業員飲物代",11,,,,借,仕,
H27.3.20,0,,"",613,"材　料　仕入高",,,101,"現　　　　　金",,,6040,"２／２０西小野和美　洋服修理代",11,,,,借,仕,
H27.3.21,0,,"",716,"福　利　厚生費",2,"共　通：",101,"現　　　　　金",,,594,"共　通：神戸屋　従業員早朝出勤食事代",11,,,,借,仕,
H27.3.2,0,,"",721,"旅　費　交通費",,,101,"現　　　　　金",,,320,"原　悦子　電車代：新城",11,,,,借,仕,
H27.3.9,0,,"",721,"旅　費　交通費",,,101,"現　　　　　金",,,320,"原　悦子　電車代：新城",11,,,,借,仕,
H27.3.21,0,,"",721,"旅　費　交通費",,,101,"現　　　　　金",,,310,"原　悦子　電車代：新城→東神奈川",11,,,,借,仕,
H27.3.22,0,,"",721,"旅　費　交通費",,,101,"現　　　　　金",,,310,"原　悦子　電車代：新城",11,,,,借,仕,
H27.3.23,0,,"",721,"旅　費　交通費",,,101,"現　　　　　金",,,310,"原　悦子　電車代：新城→東神奈川",11,,,,借,仕,
H27.3.27,0,,"",721,"旅　費　交通費",,,101,"現　　　　　金",,,220,"原　悦子　電車代：川崎",11,,,,借,仕,
H27.3.28,0,,"",721,"旅　費　交通費",,,101,"現　　　　　金",,,310,"原　悦子　電車代：新城",11,,,,借,仕,
H27.3.30,0,,"",721,"旅　費　交通費",,,101,"現　　　　　金",,,310,"原　悦子　電車代：新城→東神奈川",11,,,,借,仕,
H27.3.31,0,,"",721,"旅　費　交通費",,,101,"現　　　　　金",,,310,"原　悦子　電車代：新城",11,,,,借,仕,
H27.3.22,0,,"",189,"社　会　保険料",1,"国民健康保険料",101,"現　　　　　金",,,27100,"国民健康保険料",,,,,,,
H27.3.22,0,,"",613,"材　料　仕入高",,,101,"現　　　　　金",,,2040,"イオン東神奈川店　ファスナー仕入",11,,,,借,仕,
H27.3.22,0,,"",716,"福　利　厚生費",2,"共　通：",101,"現　　　　　金",,,540,"共　通：神戸屋　従業員早朝出勤食事代",11,,,,借,仕,
